.	49.8	51.8	53.8	55.8	57.8	59.8	61.8	63.8	65.8	69.8	71.8	75.8	77.8	83.8	85.8	93.8	95.8	101.8	103.8	109.8	115.8	119.8	121.8	123.8	125.8	127.8	131.8	133.8	135.8	139.8	141.8	145.8	147.8	155.8	157.8	163.8	167.8	171.8	173.8	175.8	177.8	179.8	181.8	183.8	187.8	189.8	191.8	193.8	195.8	197.8	199.8	201.8	205.8	209.8	211.8	213.8	215.8	217.8	219.8	221.8	223.8	225.8	227.8	229.8	231.8	233.8	237.8	239.8	241.8	243.8	245.8	247.8	249.8	251.8	253.8	255.8	257.8	259.8	261.8	263.8	265.8	267.8	269.8	271.8	273.8	275.8	277.8	279.8	281.8	283.8	285.8	287.8	289.8	291.8	293.8	295.8	297.8	299.8	301.8	303.8	305.8	307.8	309.8	311.8	313.8	315.8	317.8	319.8	321.8	323.8	325.8	327.8	329.8	331.8	333.8	335.8	337.8	339.8	341.8	343.8	345.8	347.8	349.8	351.8	353.8	355.8	357.8	359.8	361.8	363.8	365.8	367.8	369.8	371.8	373.8	375.8	377.8	379.8	381.8	383.8	385.8	387.8	389.8	391.8	393.8	395.8	397.8	399.8	401.8	403.8	405.8	407.8	409.8	411.8	413.8	415.8	417.8	419.8	421.8	423.8	425.8	427.8	429.8	431.8	433.8	435.8	437.8	439.8	441.8	443.8	445.8	447.8	449.8	451.8	453.8	455.8	457.8	459.8	461.8	463.8	465.8	467.8	469.8	471.8	473.8	475.8	477.8	479.8	481.8	483.8	485.8	487.8	489.8	491.8	493.8	495.8	497.8	499.8	501.8	503.8	505.8	507.8	509.8	511.8	513.8	515.8	517.8	519.8	521.8	523.8	525.8	527.8	529.8	531.8	533.8	535.8	537.8	539.8	541.8	543.8	545.8	547.8	549.8	551.8	553.8	555.8	557.8	559.8	561.8	563.8	565.8	567.8	569.8	571.8	573.8	575.8	577.8	579.8	581.8	583.8	585.8	587.8	589.8	591.8	593.8	595.8	599.8	601.8	603.8	605.8	607.8	609.8	611.8	613.8	615.8	617.8	619.8	621.8	623.8	625.8	627.8	629.8	631.8	633.8	635.8	637.8	639.8	641.8	643.8	645.8	647.8	649.8	653.8	655.8	657.8	659.8	661.8	663.8	665.8	667.8	669.8	671.8	673.8	675.8	677.8	679.8	681.8	683.8	685.8	687.8	689.8	691.8	693.8	695.8	697.8	699.8	701.8	703.8	705.8	707.8	709.8	713.8	715.8	717.8	719.8	721.8	723.8	725.8	727.8	729.8	731.8	733.8	735.8	737.8	739.8	741.8	743.8	745.8	747.8	749.8	751.8	753.8	755.8	757.8	759.8	761.8	763.8	765.8	767.8	769.8	771.8	773.8	775.8	777.8	779.8	781.8	783.8	787.8	789.8	791.8	793.8	795.8	797.8	799.8	801.8	803.8	805.8	807.8	809.8	811.8	815.8	817.8	819.8	821.8	823.8	825.8	827.8	829.8	831.8	833.8	835.8	837.8	839.8	841.8	845.8	847.8	849.8	851.8	853.8	855.8	857.8	859.8	861.8	863.8	865.8	867.8	869.8	871.8	873.8	875.8	877.8	883.8	885.8	887.8	889.8	893.8	895.8	899.8	901.8	903.8	905.8	907.8	909.8	913.8	915.8	917.8	921.8	923.8	925.8	927.8	929.8	931.8	933.8	935.8	937.8	939.8	941.8	943.8	945.8	947.8	955.8	957.8	963.8	965.8	967.8	969.8	971.8	973.8	975.8	979.8	981.8	983.8	985.8	987.8	989.8	991.8	993.8
18C_C1.1	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0.18	0.16	0	0.18	0	0	0	0	0	0	0	0	0	0	0.27	0.23	0	0.32	0.95	0	0	0	0.17	0	0	0	0	0	0	0	1.3	0	0	0	0.19	0	0.11	0	0	0	0	0	0	0	0.1	0.3	0	0.18	0.52	0	0.16	0.28	0	4.1	0.14	0	0	0.52	0.24	1.85	0	11.65	0	2.07	3.6	0	0.14	0.42	0.1	0	0	0	0.2	0	0	0	0	0	0	0.17	0.4	0	0.53	0	0	0	0	0	0	0	0.41	0	0	0	0.35	0	0.11	0	0	0.09	0.24	0	0	0	1.1	0	3.14	0.22	0	0.26	0.6	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0.15	0.1	0	0.11	0.85	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	1.23	0.09	0	0	0	0.53	0.11	0.13	0	0	0	0.11	0	0.57	0	0	0.29	0	0	0	0.11	0	0	1.12	0	0	0.1	0	3.04	0	0	0.44	0	0.12	0	0	0	0	0.79	0.88	0	0.16	0	0	0	0	0.22	0	1.13	0	0.41	0	0	0.16	0	0	0.4	0	0	0.21	0	0.21	0.29	0	0	0.32	0	5.58	0	0.09	0	0	0.35	0.14	0.55	0	0	1.74	0	0.21	0.95	0	3.04	0.45	1.36	0	3.1	0	0	0	0	0.74	0	0	0.85	0	0	0	0	0.7	0	0.29	0.12	0	0	0	0	0.1	0	0	0	0.14	0.18	0	0	0	0	0	0	1.27	1.23	0	0	0.16	0	0.15	0	0	0	0.76	0.76	0.96	0	0	0	0	0	0	0.28	0	1.46	0	0.13	0	0.16	1.31	0	0	0.18	0.09	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0.36	0	0.83	0	0	0	0	0	0	7.96	0	0	0.55	0	0	0	0	0	0.79	0	0	0	0.1	0.1	0	0.1	0	0	0	0	0	0	0	0	0.6	0	0	0	0.89	0	0
18C_S1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0.4	0.13	0	3.16	0	0	0	0	0	0	0	0.09	0	0	0	0	0.29	0.43	0	0	0	0	0	0.19	0.28	0	0	0	0	0	0	0.11	0.84	0.29	0	0	0	0.11	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	1.95	0	0.1	0.09	0	0	2.24	0	3.03	0	0	2.43	0.1	0.35	0.6	0	0	0	0.11	0.36	0	0	0	0	0	0	0.35	0.21	0.11	0	0.1	0	0	0	0.28	0	0.11	0	3.24	0.73	3.61	0	1.38	0	0	0	0	4.59	0	0	0.1	0.69	0	5.2	0	0	2.89	3.06	0	0	0	0.28	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0	0	0	0	0	0	0	0	1	0	0.88	2.53	0	0	0	0.31	0	0	8.47	0	0	0	0.95	0	0	0	0.76	0	0	0	0.11	0	0	0.16	0	3.73	2.58	3.78	0	0.29	0.38	0	0	0	0	0	0	0	1	0	0	0	0	0	0.09	0	0	0	0	0.1	0	0	0.13	0	0	0	0.4	0.14	0	0	0.54	0.39	0.1	0	0	1.21	0	0	0.62	0	0	0	0	0	0.16	0	0	0	0.81	0	0	2.68	0	0	0.55	0.2	0	1.33	0	0	0	0	0	0.15	0.17	0.17	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.22	0	0	0	0.33	0	0	2.23	0	0	0	0	0	0	0	0	0	0	0.42	0	0.31	0	0	0	0.3	0	0	0	0	0	0	0	0	0.09	0	0	0	0.74	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.36	0	0	0	0	0.1	0	0	0.89	0	0	0.11	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0.38	0	0.72	0	0	0	0.39	0	0	0	0	0	0.27	0	0	0.09	0	0.19
18C_S1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0.4	0.13	0	3.14	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.44	0	0	0	0	0	0.18	0.28	0	0	0	0	0	0	0.1	0.77	0.18	0	0	0	0.11	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	1.86	0	0	0.1	0	0	2.22	0	3.06	0	0	2.43	0.09	0.33	0.59	0	0	0	0.11	0.36	0.1	0	0	0	0	0	0.33	0.21	0.09	0	0.1	0	0	0	0.24	0	0.11	0	3.16	0.71	3.74	0	1.35	0	0	0	0	4.76	0	0	0.1	0.69	0	5.11	0	0	2.8	3.12	0	0	0	0.5	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.09	0	0	0	0	0	0	0	0	0.97	0	0.85	2.46	0	0	0.29	0	0	0	8.64	0	0	0	0.85	0	0	0	0.75	0	0	0	0	0	0	0.15	0	3.92	2.67	4.05	0	0.25	0.37	0	0	0	0	0	0	0	0.89	0.3	0	0	0	0	0.12	0	0	0	0	0.09	0	0	0.12	0	0	0	0.4	0.16	0	0	0.53	0.42	0.11	0	0	1.2	0	0	0.61	0	0.09	0	0	0	0.17	0	0	0	0.81	0	0	2.64	0	0	0.59	0.19	0	1.35	0	0	0	0	0	0.16	0.17	0.18	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.23	0	0	0	0.35	0	0	2.29	0	0	0	0	0	0	0	0	0	0	0.4	0	0.3	0	0	0.09	0.29	0	0	0	0	0	0	0	0	0.09	0	0	0	0.77	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0.38	0	0	0	0	0	0	0	0.86	0	0	0.09	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0.38	0	0.68	0	0	0	0.37	0	0	0	0	0	0.26	0	0	0.12	0	0.21
18C_S2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0.33	0.1	0	3.18	0	0	0	0	0	0	0	0.11	0	0	0	0	0.24	0.45	0	0	0	0	0	0.16	0.28	0	0.09	0	0	0	0	0.1	1.01	0.18	0	0	0	0.14	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	1.82	0	0	0.15	0	0	2.06	0	2.97	0	0	2.22	0	0.35	0.6	0	0	0	0	0.47	0	0	0	0	0	0	0.4	0.22	0.1	0	0.11	0.09	0	0	0.35	0	0	0	2.99	0.89	0	3.54	1.28	0	0	0	0	4.66	0	0	0	0.67	0	4.39	0	0	2.42	2.91	0	0	0	0.46	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.11	0	0	0	0	0	0	0	0	1.05	0	0.89	2.38	0	0.09	0.29	0	0	0	8.7	0	0	0	0.88	0	0	0	1.08	0	0	0	0	0.14	0	0.16	0	3.86	2.76	4.11	0	0.17	0.35	0	0	0	0	0	0	0	1.24	0.09	0	0	0.14	0	0.09	0	0	0	0	0.12	0	0.13	0	0	0	0	0.42	0.16	0	0	0.51	0.38	0.15	0	0	1.19	0	0	0.68	0	0.1	0	0	0	0.19	0	0	0	0.85	0	0	2.68	0	0	0.63	0.23	0	1.33	0	0	0	0	0	0.12	0.17	0.19	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.23	0	0	0.16	0.24	0.09	0	2.25	0	0	0	0	0	0	0	0	0	0	0.45	0	0.36	0	0	0.14	0.3	0	0	0	0	0	0	0	0	0.09	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0.43	0	0	0.09	0	0.12	0	0	0.97	0	0	0.12	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0.38	0	0.79	0	0	0	0.44	0	0	0	0	0	0.3	0	0	0.14	0	0.22
18C_S2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0.29	0.1	0	3.09	0	0	0	0	0	0	0	0.11	0	0	0	0	0.21	0.46	0	0	0	0	0	0.15	0.25	0	0	0	0	0	0	0.09	0.93	0.17	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66	0	0.12	0	0	0	1.9	0	2.77	0	0	2.15	0	0.36	0.57	0	0	0	0	0.45	0	0	0	0	0	0	0.38	0.22	0.1	0	0.09	0.09	0	0	0.3	0	0	0.32	2.82	0.84	0	3.89	1.22	0	0	0	0	5	0	0	0	0.54	0	4.07	0	0	2.38	2.94	0	0	0	0.42	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.09	0	0	0	0	0	0	0	0	0.98	0	0.86	2.1	0	0.12	0.26	0	0	0	9.8	0	0	0	0.75	0	0	0	0.97	0	0	0	0	0.14	0	0.16	0	4.67	3.06	4.88	0	0.21	0	0.3	0	0	0	0	0	0	1.2	0	0	0	0.13	0	0.1	0	0	0	0	0.11	0	0	0.14	0	0	0	0.44	0.16	0	0	0.51	0.4	0.14	0	0	1.18	0	0	0.71	0	0.1	0	0	0	0.16	0	0	0	0.82	0	0	2.66	0	0	0.66	0.13	0.09	1.28	0	0	0	0	0	0.11	0.17	0.18	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.22	0	0	0	0.4	0.09	0	2.21	0	0	0	0	0	0	0	0	0	0	0.43	0	0.35	0	0	0.12	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0.42	0	0	0	0	0	0	0	0.97	0	0	0.11	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0.37	0	0.78	0	0	0	0.42	0	0	0	0	0	0.3	0	0	0.13	0	0.22
18C_S2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0.19	0.25	0	2.94	0	0	0	0	0	0	0	0.13	0	0	0	0	0.18	0.4	0	0	0	0	0	0.13	0.23	0	0.09	0	0	0	0	0.09	0.91	0.16	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68	0	0	0.13	0	0	1.98	0	2.73	0	0	2.06	0	0.36	0.57	0	0	0	0.09	0.35	0	0	0	0	0	0	0.33	0.22	0.1	0	0.1	0	0	0	0.24	0	0	0	2.84	0.85	0	4.17	1.33	0	0	0	0	5.25	0	0	0	0.35	0	4.16	0	0	2.3	2.6	0	0	0	0.42	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.1	0	0	0	0	0	0	0	0	1.01	0	0.92	1.97	0	0.15	0	0.26	0	0	10.79	0	0	0	0.69	0	0	0	1.18	0	0	0	0.09	0.09	0	0.15	0	5.47	2.97	5.27	0	0.18	0	0.29	0	0	0	0	0	0	1.22	0	0	0	0.16	0	0.09	0	0	0	0	0.1	0	0.13	0	0	0	0	0.44	0.14	0	0	0.48	0.34	0.12	0	0	1.1	0	0	0.67	0	0	0	0	0	0.14	0	0	0	0.81	0	0	2.66	0	0	0.62	0.1	0	1.2	0	0	0	0	0	0	0.16	0.18	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.19	0	0	0	0.38	0.09	0	2.1	0	0	0	0	0	0	0	0	0	0	0.45	0	0.35	0	0	0.09	0.27	0	0	0	0	0	0	0	0	0.09	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0.39	0	0	0	0	0.12	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0.35	0	0.74	0	0	0	0.41	0	0	0	0	0	0.29	0	0	0.12	0	0.22
18C_neg.2	0.12	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0.12	0	0	0	0	0.83	0	0	0	0	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0.7	2.97	0	0	0	0	0	0	0	0	0	0	0	0	0.34	0.65	0	0	0	0	0	0	0	1.84	0	0.33	0	0.57	4.42	0	0.1	0.18	0	0	0.9	0.12	0	0.68	0	1.69	3.98	0	0.11	0	0.56	0	0.31	0	0	0	0.09	0	0	0	3.95	0.7	0	0	0	0	5.64	0	0	0	0	0.16	0	0	0	0	0.15	0	0	0	0	0.15	0.34	0	0	0	0	0	0	0	0.12	0	0.17	0	0.42	0	0.13	0.13	0.53	0.19	7.35	0	0.24	0.11	0	0.5	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0.12	0	0	0	0	3.45	0.44	0	0	0	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42	0	0	1.07	0	0	0	0	0	0.16	0	0	0.18	1.07	0	0	0	0	0.34	0	0	0	0.28	1.11	0	0	0.2	0.16	0	0.14	0	0	0.99	0	0.8	0.19	0	0	0	0	0	0.1	0	1.05	0	0	0	0	0	0.55	0	0	0.14	0	0	0	0	0	0.09	0.1	0	0	0	0	0	0.38	0	0	0	0.33	0	0	0	0	0	0.35	0.82	0	1.64	1.42	0.32	0	0	1.32	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29	0	0	0	0	1.06	0	0	0	0.13	0	0	0.13	0	0	0.18	0	0	0	0	0	0	1.8	0	0	0.13	0	0	0	0	0.7	0	0	0.48	0	0.29	0	0	0	0	0	0	0	0	0	0.27	0.66	0	0	0	0	0	0	0	0	0	0	2.86	0	0	0	0	6.98	0	0	1.07	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0.44	0	2.54	0	0	0.22	0	0	0	1.04	0	0.1	0	1.09	0	0	0	0	0.14	1.25	0	0	0	0	0.14	0	0
18C_pos.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5C_pos.1	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.14	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0.3	0	0	0	0.15	0	0	0	1.1	0	0.11	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.26	0	0	0.94	3.34	0	0	0	0	0	0	0	0	0	0	0.19	0	0.38	0.63	0	0	0	0	0	0	0	1.67	0.23	0.43	0	0.44	3.6	0	0.14	0.19	0	0	1.07	0.12	0	0.66	0	1.62	3.29	0	0	0	0.53	0	0.39	0	0	0	0.18	0	0	0	3.75	1.06	0	0	0	0	4.34	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.44	0	0	0	0	0	0	0.24	0	0	0.19	0	0.52	0	0.21	0	0.68	0.28	5.69	0	0.17	0.18	0	0.64	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0.18	0	0	0	0	3.86	0.57	0	0	0	1.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	1.57	0	0	1.03	0	0	0	0	0	0.16	0	0	0.17	1.18	0	0	0	0	0.2	0	0	0	0.33	1.38	0	0	0.21	0.17	0	0	0	0	1.09	0	0.83	0.14	0	0	0	0	0	0.1	0	1.07	0	0	0	0	0	0.59	0	0	0.14	0	0	0	0	0	0.11	0.12	0	0	0	0	0	0.42	0	0	0	0.38	0	0	0	0	0	0.33	0.82	0	1.49	1.55	0.34	0	0	1.37	0	1.45	0	0	0	0	0	0	0	0.09	0	0	0	0	0	3.27	0	0	0	0	1.14	0	0	0	0.14	0	0	0.13	0	0	0.18	0	0	0	0	0	0	1.58	0	0	0.15	0	0	0	0.67	0	0	0	0.41	0	0.3	0	0	0	0	0	0	0	0	0	0.15	0.65	0	0	0	0	0	0	0	0	0.09	0	3.08	0	0	0	0	6.15	0	0	1.32	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.38	0	2.17	0	0	0.15	0	0	0	1.05	0	0.15	0	1.13	0	0	0	0	0.19	1.4	0	0	0	0	0.19	0	0
