Sample File Name	Size	Height	Area	
MAR_38_F05_2015-10-07.fsa	185.2	1907	17391	
MAR_38_F05_2015-10-07.fsa	187.32	163	1156	
MAR_38_F05_2015-10-07.fsa	188.39	69	326	
MAR_38_F05_2015-10-07.fsa	189.54	42	215	
MAR_38_F05_2015-10-07.fsa	191.66	230	2075	
MAR_38_F05_2015-10-07.fsa	192.73	158	1620	
MAR_38_F05_2015-10-07.fsa	193.61	88	500	
MAR_38_F05_2015-10-07.fsa	194.5	71	337	
MAR_38_F05_2015-10-07.fsa	195.56	403	2791	
MAR_38_F05_2015-10-07.fsa	196.72	91	455	
MAR_38_F05_2015-10-07.fsa	197.6	117	612	
MAR_38_F05_2015-10-07.fsa	198.85	98	711	
MAR_38_F05_2015-10-07.fsa	199.82	244	2146	
MAR_38_F05_2015-10-07.fsa	200.87	170	1302	
MAR_38_F05_2015-10-07.fsa	201.92	67	382	
MAR_38_F05_2015-10-07.fsa	202.97	99	463	
MAR_38_F05_2015-10-07.fsa	204.02	35	169	
MAR_38_F05_2015-10-07.fsa	205.06	112	876	
MAR_38_F05_2015-10-07.fsa	205.85	129	935	
MAR_38_F05_2015-10-07.fsa	207.07	83	439	
MAR_38_F05_2015-10-07.fsa	208.03	104	607	
MAR_38_F05_2015-10-07.fsa	209.16	87	545	
MAR_38_F05_2015-10-07.fsa	210.21	66	380	
MAR_38_F05_2015-10-07.fsa	212.83	830	9547	
MAR_38_F05_2015-10-07.fsa	215.09	66	379	
MAR_38_F05_2015-10-07.fsa	216.14	97	532	
MAR_38_F05_2015-10-07.fsa	216.92	115	845	
MAR_38_F05_2015-10-07.fsa	218.58	274	3449	
MAR_38_F05_2015-10-07.fsa	219.71	86	517	
MAR_38_F05_2015-10-07.fsa	221.8	196	1460	
MAR_38_F05_2015-10-07.fsa	222.94	49	177	
MAR_38_F05_2015-10-07.fsa	223.9	95	473	
MAR_38_F05_2015-10-07.fsa	224.94	101	490	
MAR_38_F05_2015-10-07.fsa	225.9	124	565	
MAR_38_F05_2015-10-07.fsa	226.94	278	1669	
MAR_38_F05_2015-10-07.fsa	227.9	74	334	
MAR_38_F05_2015-10-07.fsa	228.86	32	85	
MAR_38_F05_2015-10-07.fsa	230.6	6850	81881	
MAR_38_F05_2015-10-07.fsa	233.65	66	264	
MAR_38_F05_2015-10-07.fsa	235.3	891	6504	
MAR_38_F05_2015-10-07.fsa	237.39	80	449	
MAR_38_F05_2015-10-07.fsa	238.26	253	1801	
MAR_38_F05_2015-10-07.fsa	241.83	1773	15750	
MAR_38_F05_2015-10-07.fsa	244.96	1489	12670	
MAR_38_F05_2015-10-07.fsa	247.04	89	425	
MAR_38_F05_2015-10-07.fsa	248.35	96	400	
MAR_38_F05_2015-10-07.fsa	249.3	135	613	
MAR_38_F05_2015-10-07.fsa	250.35	246	1316	
MAR_38_F05_2015-10-07.fsa	252.36	217	1645	
MAR_38_F05_2015-10-07.fsa	254.55	940	10704	
MAR_38_F05_2015-10-07.fsa	256.57	88	541	
MAR_38_F05_2015-10-07.fsa	258.49	89	382	
MAR_38_F05_2015-10-07.fsa	260.86	46	249	
MAR_38_F05_2015-10-07.fsa	262.43	30	227	
MAR_38_F05_2015-10-07.fsa	263.57	112	819	
MAR_38_F05_2015-10-07.fsa	264.45	113	783	
MAR_38_F05_2015-10-07.fsa	265.85	66	630	
MAR_38_F05_2015-10-07.fsa	267.69	84	792	
MAR_38_F05_2015-10-07.fsa	268.83	59	414	
MAR_38_F05_2015-10-07.fsa	270.05	113	889	
MAR_38_F05_2015-10-07.fsa	273.29	45	225	
MAR_38_F05_2015-10-07.fsa	276.01	2287	23088	
MAR_38_F05_2015-10-07.fsa	280.47	81	476	
MAR_38_F05_2015-10-07.fsa	281.52	93	549	
MAR_38_F05_2015-10-07.fsa	283.45	105	961	
MAR_38_F05_2015-10-07.fsa	286.95	2850	27264	
MAR_38_F05_2015-10-07.fsa	290.11	365	4557	
MAR_38_F05_2015-10-07.fsa	292.29	37	334	
MAR_38_F05_2015-10-07.fsa	292.91	42	340	
MAR_38_F05_2015-10-07.fsa	293.78	36	165	
MAR_38_F05_2015-10-07.fsa	294.75	58	228	
MAR_38_F05_2015-10-07.fsa	297.81	66	299	
MAR_38_F05_2015-10-07.fsa	298.77	112	574	
MAR_38_F05_2015-10-07.fsa	301.22	3658	31905	
MAR_38_F05_2015-10-07.fsa	304.1	601	5722	
MAR_38_F05_2015-10-07.fsa	306.11	52	223	
MAR_38_F05_2015-10-07.fsa	308.21	244	2086	
MAR_38_F05_2015-10-07.fsa	309.08	178	1329	
MAR_38_F05_2015-10-07.fsa	310.04	162	1309	
MAR_38_F05_2015-10-07.fsa	311.0	108	938	
MAR_38_F05_2015-10-07.fsa	312.22	177	984	
MAR_38_F05_2015-10-07.fsa	313.88	60	321	
MAR_38_F05_2015-10-07.fsa	315.27	79	534	
MAR_38_F05_2015-10-07.fsa	316.06	184	1452	
MAR_38_F05_2015-10-07.fsa	316.75	127	758	
MAR_38_F05_2015-10-07.fsa	318.67	178	1864	
MAR_38_F05_2015-10-07.fsa	321.63	216	1854	
MAR_38_F05_2015-10-07.fsa	323.46	1207	14038	
MAR_38_F05_2015-10-07.fsa	325.82	52	262	
MAR_38_F05_2015-10-07.fsa	327.12	59	331	
MAR_38_F05_2015-10-07.fsa	329.13	140	1078	
MAR_38_F05_2015-10-07.fsa	330.0	108	894	
MAR_38_F05_2015-10-07.fsa	330.95	71	522	
MAR_38_F05_2015-10-07.fsa	332.09	60	366	
MAR_38_F05_2015-10-07.fsa	333.3	50	209	
MAR_38_F05_2015-10-07.fsa	334.26	54	239	
MAR_38_F05_2015-10-07.fsa	335.13	126	852	
MAR_38_F05_2015-10-07.fsa	336.09	125	814	
MAR_38_F05_2015-10-07.fsa	337.39	116	649	
MAR_38_F05_2015-10-07.fsa	338.35	141	925	
MAR_38_F05_2015-10-07.fsa	339.13	176	1313	
MAR_38_F05_2015-10-07.fsa	340.35	113	627	
MAR_38_F05_2015-10-07.fsa	341.22	121	680	
MAR_38_F05_2015-10-07.fsa	342.44	189	929	
MAR_38_F05_2015-10-07.fsa	343.31	50	252	
MAR_38_F05_2015-10-07.fsa	344.44	104	959	
MAR_38_F05_2015-10-07.fsa	345.39	105	805	
MAR_38_F05_2015-10-07.fsa	346.52	149	817	
MAR_38_F05_2015-10-07.fsa	348.44	172	1377	
MAR_38_F05_2015-10-07.fsa	349.65	237	1915	
MAR_38_F05_2015-10-07.fsa	351.47	100	558	
MAR_38_F05_2015-10-07.fsa	354.33	2045	18553	
MAR_38_F05_2015-10-07.fsa	355.97	766	6055	
MAR_38_F05_2015-10-07.fsa	356.84	1610	16008	
MAR_38_F05_2015-10-07.fsa	359.44	65	274	
MAR_38_F05_2015-10-07.fsa	360.65	63	301	
MAR_38_F05_2015-10-07.fsa	362.64	163	1331	
MAR_38_F05_2015-10-07.fsa	363.51	273	2701	
MAR_38_F05_2015-10-07.fsa	364.8	35	136	
MAR_38_F05_2015-10-07.fsa	365.84	72	408	
MAR_38_F05_2015-10-07.fsa	367.4	522	6309	
MAR_38_F05_2015-10-07.fsa	371.47	2300	20889	
MAR_38_F05_2015-10-07.fsa	375.03	1097	16709	
MAR_38_F05_2015-10-07.fsa	377.89	1635	18724	
MAR_38_F05_2015-10-07.fsa	379.79	1099	10504	
MAR_38_F05_2015-10-07.fsa	380.92	49	95	
MAR_38_F05_2015-10-07.fsa	384.21	1275	14232	
MAR_38_F05_2015-10-07.fsa	385.25	641	5532	
MAR_38_F05_2015-10-07.fsa	388.2	1167	12788	
MAR_38_F05_2015-10-07.fsa	389.68	778	8084	
MAR_38_F05_2015-10-07.fsa	390.8	428	5081	
MAR_38_F05_2015-10-07.fsa	393.93	272	1371	
MAR_38_F05_2015-10-07.fsa	394.79	242	1552	
MAR_38_F05_2015-10-07.fsa	396.18	212	2015	
MAR_38_F05_2015-10-07.fsa	397.48	481	3045	
MAR_38_F05_2015-10-07.fsa	398.35	1368	12573	
MAR_38_F05_2015-10-07.fsa	401.28	3561	40669	
MAR_38_F05_2015-10-07.fsa	403.16	161	961	
MAR_38_F05_2015-10-07.fsa	404.36	342	2184	
MAR_38_F05_2015-10-07.fsa	405.39	281	1695	
MAR_38_F05_2015-10-07.fsa	406.5	336	2113	
MAR_38_F05_2015-10-07.fsa	408.48	2131	24153	
MAR_38_F05_2015-10-07.fsa	409.86	116	660	
MAR_38_F05_2015-10-07.fsa	411.33	420	2983	
MAR_38_F05_2015-10-07.fsa	412.28	50	167	
MAR_38_F05_2015-10-07.fsa	413.14	40	103	
MAR_38_F05_2015-10-07.fsa	416.78	54	352	
MAR_38_F05_2015-10-07.fsa	418.17	322	3271	
MAR_38_F05_2015-10-07.fsa	419.39	204	2710	
MAR_38_F05_2015-10-07.fsa	422.0	102	846	
MAR_38_F05_2015-10-07.fsa	424.63	119	726	
MAR_38_F05_2015-10-07.fsa	427.34	422	2134	
MAR_38_F05_2015-10-07.fsa	428.48	51	149	
MAR_38_F05_2015-10-07.fsa	430.33	794	4559	
MAR_38_F05_2015-10-07.fsa	431.48	692	4027	
MAR_38_F05_2015-10-07.fsa	433.24	2903	24720	
MAR_38_F05_2015-10-07.fsa	434.83	3947	44750	
MAR_38_F05_2015-10-07.fsa	435.81	1546	10193	
MAR_38_F05_2015-10-07.fsa	440.52	1000	10882	
MAR_38_F05_2015-10-07.fsa	442.39	656	7315	
MAR_38_F05_2015-10-07.fsa	446.14	5666	76424	
MAR_38_F05_2015-10-07.fsa	448.83	242	982	
MAR_38_F05_2015-10-07.fsa	449.82	2284	17014	
MAR_38_F05_2015-10-07.fsa	452.36	2032	23617	
MAR_38_F05_2015-10-07.fsa	455.47	2130	20415	
MAR_38_F05_2015-10-07.fsa	457.54	207	1929	
MAR_38_F05_2015-10-07.fsa	460.08	346	2012	
MAR_38_F05_2015-10-07.fsa	461.68	1082	11605	
MAR_38_F05_2015-10-07.fsa	464.03	2718	25562	
MAR_38_F05_2015-10-07.fsa	465.62	3956	40163	
MAR_38_F05_2015-10-07.fsa	468.34	104	504	
MAR_38_F05_2015-10-07.fsa	470.22	185	1017	
MAR_38_F05_2015-10-07.fsa	473.13	3804	30647	
MAR_38_F05_2015-10-07.fsa	474.91	1675	15266	
MAR_38_F05_2015-10-07.fsa	475.98	2107	22282	
MAR_38_F05_2015-10-07.fsa	477.77	519	3682	
MAR_38_F05_2015-10-07.fsa	478.84	1285	8517	
MAR_38_F05_2015-10-07.fsa	481.07	476	4112	
MAR_38_F05_2015-10-07.fsa	485.77	1997	27824	
MAR_38_F05_2015-10-07.fsa	487.45	1995	19985	
MAR_38_F05_2015-10-07.fsa	489.83	740	9081	
MAR_38_F05_2015-10-07.fsa	495.63	1935	22432	
MAR_38_F05_2015-10-07.fsa	498.08	90	544	
MAR_38_F05_2015-10-07.fsa	500.8	135	800	
MAR_38_F05_2015-10-07.fsa	501.78	280	2188	
MAR_38_F05_2015-10-07.fsa	502.85	475	3602	
MAR_38_F05_2015-10-07.fsa	504.54	218	1496	
MAR_38_F05_2015-10-07.fsa	505.62	4191	39086	
MAR_38_F05_2015-10-07.fsa	507.76	483	4492	
MAR_38_F05_2015-10-07.fsa	511.87	385	4785	
MAR_38_F05_2015-10-07.fsa	513.83	391	5326	
MAR_38_F05_2015-10-07.fsa	515.0	35	120	
MAR_38_F05_2015-10-07.fsa	516.52	511	4088	
MAR_38_F05_2015-10-07.fsa	518.22	1531	15926	
MAR_38_F05_2015-10-07.fsa	520.37	1799	18023	
MAR_38_F05_2015-10-07.fsa	521.45	571	4699	
MAR_38_F05_2015-10-07.fsa	524.68	685	7364	
MAR_38_F05_2015-10-07.fsa	527.28	296	1882	
MAR_38_F05_2015-10-07.fsa	530.6	69	471	
MAR_38_F05_2015-10-07.fsa	532.76	31	132	
MAR_38_F05_2015-10-07.fsa	534.2	659	6430	
MAR_38_F05_2015-10-07.fsa	537.09	47	375	
MAR_38_F05_2015-10-07.fsa	539.43	4848	60599	
MAR_38_F05_2015-10-07.fsa	541.87	1032	8692	
MAR_38_F05_2015-10-07.fsa	542.95	539	2523	
MAR_38_F05_2015-10-07.fsa	547.92	2129	29558	
MAR_38_F05_2015-10-07.fsa	551.72	1079	10829	
MAR_38_F05_2015-10-07.fsa	553.53	122	849	
MAR_38_F05_2015-10-07.fsa	554.43	39	100	
MAR_38_F05_2015-10-07.fsa	558.05	5612	77080	
MAR_38_F05_2015-10-07.fsa	558.86	5536	64021	
MAR_38_F05_2015-10-07.fsa	562.39	250	2708	
MAR_38_F05_2015-10-07.fsa	566.83	1702	26412	
MAR_38_F05_2015-10-07.fsa	572.36	75	819	
MAR_38_F05_2015-10-07.fsa	575.45	95	660	
MAR_38_F05_2015-10-07.fsa	576.63	81	508	
MAR_38_F05_2015-10-07.fsa	579.08	46	612	
MAR_38_F05_2015-10-07.fsa	582.62	158	1563	
MAR_38_F05_2015-10-07.fsa	584.26	252	3038	
MAR_38_F05_2015-10-07.fsa	585.89	343	2934	
MAR_38_F05_2015-10-07.fsa	588.89	231	1620	
MAR_38_F05_2015-10-07.fsa	596.81	1080	18120	
MAR_38_F05_2015-10-07.fsa	599.82	85	476	
MAR_38_F05_2015-10-07.fsa	601.81	224	2004	
MAR_38_F05_2015-10-07.fsa	605.88	30	241	
MAR_38_F05_2015-10-07.fsa	611.15	69	665	
MAR_38_F05_2015-10-07.fsa	613.05	49	359	
MAR_38_F05_2015-10-07.fsa	614.23	71	419	
MAR_38_F05_2015-10-07.fsa	615.42	126	772	
MAR_38_F05_2015-10-07.fsa	616.87	71	400	
MAR_38_F05_2015-10-07.fsa	619.97	214	2644	
MAR_38_F05_2015-10-07.fsa	623.25	280	1590	
MAR_38_F05_2015-10-07.fsa	626.72	1275	18605	
MAR_38_F05_2015-10-07.fsa	629.36	508	3780	
MAR_38_F05_2015-10-07.fsa	630.64	68	331	
MAR_38_F05_2015-10-07.fsa	634.67	179	1598	
MAR_38_F05_2015-10-07.fsa	635.95	34	114	
MAR_38_F05_2015-10-07.fsa	641.54	1194	14717	
MAR_38_F05_2015-10-07.fsa	642.65	1171	21438	
MAR_38_F05_2015-10-07.fsa	648.71	133	1739	
MAR_38_F05_2015-10-07.fsa	650.28	234	2289	
MAR_38_F05_2015-10-07.fsa	651.49	66	330	
MAR_38_F05_2015-10-07.fsa	656.82	243	3472	
MAR_38_F05_2015-10-07.fsa	657.57	235	2590	
MAR_38_F05_2015-10-07.fsa	659.35	237	2996	
MAR_38_F05_2015-10-07.fsa	663.66	77	412	
MAR_38_F05_2015-10-07.fsa	666.94	909	8588	
MAR_38_F05_2015-10-07.fsa	668.53	100	685	
MAR_38_F05_2015-10-07.fsa	669.94	88	449	
MAR_38_F05_2015-10-07.fsa	671.07	381	3342	
MAR_38_F05_2015-10-07.fsa	674.26	343	4124	
MAR_38_F05_2015-10-07.fsa	677.74	91	363	
MAR_38_F05_2015-10-07.fsa	680.37	625	6275	
MAR_38_F05_2015-10-07.fsa	682.45	591	8504	
MAR_38_F05_2015-10-07.fsa	683.67	615	6638	
MAR_38_F05_2015-10-07.fsa	684.99	590	5245	
MAR_38_F05_2015-10-07.fsa	689.23	150	806	
MAR_38_F05_2015-10-07.fsa	690.93	41	159	
MAR_38_F05_2015-10-07.fsa	694.05	5097	54242	
MAR_38_F05_2015-10-07.fsa	694.8	5082	62658	
MAR_38_F05_2015-10-07.fsa	703.15	831	19763	
MAR_38_F05_2015-10-07.fsa	710.87	958	12373	
MAR_38_F05_2015-10-07.fsa	712.54	515	5784	
MAR_38_F05_2015-10-07.fsa	716.18	2648	42798	
MAR_38_F05_2015-10-07.fsa	718.89	125	979	
MAR_38_F05_2015-10-07.fsa	723.75	86	772	
MAR_38_F05_2015-10-07.fsa	725.62	38	102	
MAR_38_F05_2015-10-07.fsa	726.93	84	415	
MAR_38_F05_2015-10-07.fsa	728.9	320	3995	
MAR_38_F05_2015-10-07.fsa	730.5	139	1975	
MAR_38_F05_2015-10-07.fsa	731.9	112	1076	
MAR_38_F05_2015-10-07.fsa	734.44	128	873	
MAR_38_F05_2015-10-07.fsa	736.32	182	1219	
MAR_38_F05_2015-10-07.fsa	739.71	92	633	
MAR_38_F05_2015-10-07.fsa	741.31	60	616	
MAR_38_F05_2015-10-07.fsa	743.95	950	14606	
MAR_38_F05_2015-10-07.fsa	748.3	72	797	
MAR_38_F05_2015-10-07.fsa	752.12	97	1065	
MAR_38_F05_2015-10-07.fsa	753.66	114	1448	
MAR_38_F05_2015-10-07.fsa	755.59	190	1819	
MAR_38_F05_2015-10-07.fsa	758.39	167	1413	
MAR_38_F05_2015-10-07.fsa	763.62	42	308	
MAR_38_F05_2015-10-07.fsa	765.57	241	4814	
MAR_38_F05_2015-10-07.fsa	775.13	159	2612	
MAR_38_F05_2015-10-07.fsa	778.16	172	2344	
MAR_38_F05_2015-10-07.fsa	780.03	46	396	
MAR_38_F05_2015-10-07.fsa	781.4	98	1082	
MAR_38_F05_2015-10-07.fsa	786.52	614	9080	
MAR_38_F05_2015-10-07.fsa	791.46	327	6239	
MAR_38_F05_2015-10-07.fsa	799.0	276	4362	
MAR_38_F05_2015-10-07.fsa	800.49	136	1707	
MAR_38_F05_2015-10-07.fsa	804.36	37	308	
MAR_38_F05_2015-10-07.fsa	806.24	131	1630	
MAR_38_F05_2015-10-07.fsa	811.32	1413	18573	
MAR_38_F05_2015-10-07.fsa	815.11	64	764	
MAR_38_F05_2015-10-07.fsa	819.1	49	597	
MAR_38_F05_2015-10-07.fsa	822.41	230	4369	
MAR_38_F05_2015-10-07.fsa	826.63	71	518	
MAR_38_F05_2015-10-07.fsa	831.86	68	744	
MAR_38_F05_2015-10-07.fsa	836.1	632	13306	
MAR_38_F05_2015-10-07.fsa	845.32	43	568	
MAR_38_F05_2015-10-07.fsa	850.91	500	7701	
MAR_38_F05_2015-10-07.fsa	859.48	45	586	
MAR_38_F05_2015-10-07.fsa	864.71	3687	57042	
MAR_38_F05_2015-10-07.fsa	868.83	780	12848	
MAR_38_F05_2015-10-07.fsa	876.81	243	5861	
MAR_38_F05_2015-10-07.fsa	893.34	590	14559	
MAR_38_F05_2015-10-07.fsa	903.22	248	4929	
MAR_38_F05_2015-10-07.fsa	907.74	32	345	
MAR_38_F05_2015-10-07.fsa	908.6	32	295	
MAR_38_F05_2015-10-07.fsa	914.98	56	990	
MAR_38_F05_2015-10-07.fsa	918.68	98	1113	
MAR_38_F05_2015-10-07.fsa	925.99	67	1407	
MAR_38_F05_2015-10-07.fsa	935.11	37	508	
MAR_38_F05_2015-10-07.fsa	943.09	42	1017	
MAR_38_F05_2015-10-07.fsa	948.66	30	419	
MAR_38_F05_2015-10-07.fsa	955.13	40	607	
MAR_38_F05_2015-10-07.fsa	956.58	38	582	
MAR_38_F05_2015-10-07.fsa	966.22	62	1235	
MAR_38_F05_2015-10-07.fsa	994.26	52	874	
MAR_38_F05_2015-10-07.fsa	1047.06	32	668	
MAR_38_F05_2015-10-07.fsa	1057.35	94	1930	
MAR_38_F05_2015-10-07.fsa	1070.48	31	573	
MAR_38_F05_2015-10-07.fsa	1075.0	494	8895	
MAR_38_F05_2015-10-07.fsa	1081.56	50	1109	
MAR_38_F05_2015-10-07.fsa	1104.41	42	636	
MAR_38_F05_2015-10-07.fsa	1111.54	43	454	
MAR_38_F05_2015-10-07.fsa	1117.19	55	871	
MAR_38_F05_2015-10-07.fsa	1119.57	73	1163	
MAR_38_F05_2015-10-07.fsa	1126.81	165	2689	
MAR_38_F05_2015-10-07.fsa	1132.47	139	2980	
MAR_38_F05_2015-10-07.fsa	1137.9	230	4526	
MAR_38_F05_2015-10-07.fsa	1144.68	40	643	
MAR_38_F05_2015-10-07.fsa	1148.64	62	829	
MAR_38_F05_2015-10-07.fsa	1165.72	52	1072	
MAR_38_F05_2015-10-07.fsa	1174.21	102	1513	
MAR_38_F05_2015-10-07.fsa	1179.07	214	4200	
MAR_40_H05_2015-10-07.fsa		72	745	
MAR_40_H05_2015-10-07.fsa		76	672	
MAR_40_H05_2015-10-07.fsa		37	642	
MAR_40_H05_2015-10-07.fsa		146	1375	
MAR_40_H05_2015-10-07.fsa		1002	13369	
MAR_40_H05_2015-10-07.fsa		836	7909	
MAR_40_H05_2015-10-07.fsa		2239	18312	
MAR_40_H05_2015-10-07.fsa		1814	13878	
MAR_40_H05_2015-10-07.fsa		340	2948	
MAR_40_H05_2015-10-07.fsa		200	1049	
MAR_40_H05_2015-10-07.fsa		2342	18783	
MAR_40_H05_2015-10-07.fsa		3206	26539	
MAR_40_H05_2015-10-07.fsa		1287	13514	
MAR_40_H05_2015-10-07.fsa		4672	40595	
MAR_40_H05_2015-10-07.fsa		360	2693	
MAR_40_H05_2015-10-07.fsa		857	4758	
MAR_40_H05_2015-10-07.fsa		5949	65204	
MAR_40_H05_2015-10-07.fsa		2065	26242	
MAR_40_H05_2015-10-07.fsa		1677	13540	
MAR_40_H05_2015-10-07.fsa	1.25	2925	24714	
MAR_40_H05_2015-10-07.fsa	3.09	1133	14823	
MAR_40_H05_2015-10-07.fsa	4.1	1088	10104	
MAR_40_H05_2015-10-07.fsa	5.69	167	487	
MAR_40_H05_2015-10-07.fsa	7.02	201	889	
MAR_40_H05_2015-10-07.fsa	9.95	206	2319	
MAR_40_H05_2015-10-07.fsa	10.87	205	2109	
MAR_40_H05_2015-10-07.fsa	14.05	897	11860	
MAR_40_H05_2015-10-07.fsa	16.3	256	1952	
MAR_40_H05_2015-10-07.fsa	17.89	759	6752	
MAR_40_H05_2015-10-07.fsa	20.23	204	2865	
MAR_40_H05_2015-10-07.fsa	21.07	205	2735	
MAR_40_H05_2015-10-07.fsa	22.58	207	2805	
MAR_40_H05_2015-10-07.fsa	24.08	202	1727	
MAR_40_H05_2015-10-07.fsa	25.08	177	1365	
MAR_40_H05_2015-10-07.fsa	26.59	142	1140	
MAR_40_H05_2015-10-07.fsa	27.42	165	1495	
MAR_40_H05_2015-10-07.fsa	28.68	166	1423	
MAR_40_H05_2015-10-07.fsa	29.6	171	1382	
MAR_40_H05_2015-10-07.fsa	31.52	92	404	
MAR_40_H05_2015-10-07.fsa	34.2	250	815	
MAR_40_H05_2015-10-07.fsa	39.8	288	1342	
MAR_40_H05_2015-10-07.fsa	42.47	131	544	
MAR_40_H05_2015-10-07.fsa	45.99	94	780	
MAR_40_H05_2015-10-07.fsa	47.49	1318	10828	
MAR_40_H05_2015-10-07.fsa	48.49	197	899	
MAR_40_H05_2015-10-07.fsa	51.65	268	2471	
MAR_40_H05_2015-10-07.fsa	52.32	246	1805	
MAR_40_H05_2015-10-07.fsa	53.81	336	3752	
MAR_40_H05_2015-10-07.fsa	56.13	361	5034	
MAR_40_H05_2015-10-07.fsa	58.79	4976	40482	
MAR_40_H05_2015-10-07.fsa	59.63	1882	24877	
MAR_40_H05_2015-10-07.fsa	62.47	243	1665	
MAR_40_H05_2015-10-07.fsa	64.89	2267	19146	
MAR_40_H05_2015-10-07.fsa	65.65	1252	8973	
MAR_40_H05_2015-10-07.fsa	66.82	135	1016	
MAR_40_H05_2015-10-07.fsa	68.17	282	1510	
MAR_40_H05_2015-10-07.fsa	68.93	387	3776	
MAR_40_H05_2015-10-07.fsa	71.11	1489	14777	
MAR_40_H05_2015-10-07.fsa	73.65	147	665	
MAR_40_H05_2015-10-07.fsa	74.75	283	3913	
MAR_40_H05_2015-10-07.fsa	78.65	125	955	
MAR_40_H05_2015-10-07.fsa	79.5	162	988	
MAR_40_H05_2015-10-07.fsa	80.27	327	2175	
MAR_40_H05_2015-10-07.fsa	81.21	105	581	
MAR_40_H05_2015-10-07.fsa	82.49	156	836	
MAR_40_H05_2015-10-07.fsa	84.28	1593	16481	
MAR_40_H05_2015-10-07.fsa	86.67	6426	58665	
MAR_40_H05_2015-10-07.fsa	88.9	104	872	
MAR_40_H05_2015-10-07.fsa	91.04	244	3479	
MAR_40_H05_2015-10-07.fsa	93.1	90	466	
MAR_40_H05_2015-10-07.fsa	94.05	74	544	
MAR_40_H05_2015-10-07.fsa	97.5	389	4677	
MAR_40_H05_2015-10-07.fsa	100.0	400	4218	
MAR_40_H05_2015-10-07.fsa	100.95	346	3835	
MAR_40_H05_2015-10-07.fsa	103.3	432	3383	
MAR_40_H05_2015-10-07.fsa	104.08	375	3084	
MAR_40_H05_2015-10-07.fsa	105.12	518	6549	
MAR_40_H05_2015-10-07.fsa	108.33	85	447	
MAR_40_H05_2015-10-07.fsa	109.55	36	171	
MAR_40_H05_2015-10-07.fsa	111.37	109	487	
MAR_40_H05_2015-10-07.fsa	112.24	276	1406	
MAR_40_H05_2015-10-07.fsa	113.19	402	3699	
MAR_40_H05_2015-10-07.fsa	115.28	248	1733	
MAR_40_H05_2015-10-07.fsa	116.58	324	2794	
MAR_40_H05_2015-10-07.fsa	117.36	224	1339	
MAR_40_H05_2015-10-07.fsa	118.84	85	301	
MAR_40_H05_2015-10-07.fsa	120.49	328	2299	
MAR_40_H05_2015-10-07.fsa	122.74	1282	15580	
MAR_40_H05_2015-10-07.fsa	125.34	207	901	
MAR_40_H05_2015-10-07.fsa	126.45	164	594	
MAR_40_H05_2015-10-07.fsa	127.65	5589	50798	
MAR_40_H05_2015-10-07.fsa	129.19	313	2277	
MAR_40_H05_2015-10-07.fsa	130.39	509	2999	
MAR_40_H05_2015-10-07.fsa	131.25	390	2469	
MAR_40_H05_2015-10-07.fsa	133.47	81	295	
MAR_40_H05_2015-10-07.fsa	135.27	458	5269	
MAR_40_H05_2015-10-07.fsa	137.15	66	255	
MAR_40_H05_2015-10-07.fsa	138.44	253	1682	
MAR_40_H05_2015-10-07.fsa	140.32	78	303	
MAR_40_H05_2015-10-07.fsa	141.43	785	5998	
MAR_40_H05_2015-10-07.fsa	143.83	728	9545	
MAR_40_H05_2015-10-07.fsa	145.8	63	234	
MAR_40_H05_2015-10-07.fsa	148.12	103	517	
MAR_40_H05_2015-10-07.fsa	149.23	5069	43266	
MAR_40_H05_2015-10-07.fsa	152.1	42	200	
MAR_40_H05_2015-10-07.fsa	153.58	305	1943	
MAR_40_H05_2015-10-07.fsa	155.24	130	789	
MAR_40_H05_2015-10-07.fsa	157.87	961	7887	
MAR_40_H05_2015-10-07.fsa	159.0	521	6412	
MAR_40_H05_2015-10-07.fsa	160.84	58	255	
MAR_40_H05_2015-10-07.fsa	163.29	2350	22865	
MAR_40_H05_2015-10-07.fsa	165.83	35	163	
MAR_40_H05_2015-10-07.fsa	166.97	172	1559	
MAR_40_H05_2015-10-07.fsa	168.72	159	1540	
MAR_40_H05_2015-10-07.fsa	170.56	149	928	
MAR_40_H05_2015-10-07.fsa	172.05	513	1681	
MAR_40_H05_2015-10-07.fsa	173.11	5599	40894	
MAR_40_H05_2015-10-07.fsa	175.56	5745	83201	
MAR_40_H05_2015-10-07.fsa	177.14	3133	28237	
MAR_40_H05_2015-10-07.fsa	181.97	477	5682	
MAR_40_H05_2015-10-07.fsa	185.66	748	7147	
MAR_40_H05_2015-10-07.fsa	186.8	317	3088	
MAR_40_H05_2015-10-07.fsa	188.38	597	4133	
MAR_40_H05_2015-10-07.fsa	191.55	1055	13956	
MAR_40_H05_2015-10-07.fsa	192.78	754	9482	
MAR_40_H05_2015-10-07.fsa	194.72	65	443	
MAR_40_H05_2015-10-07.fsa	197.62	223	2929	
MAR_40_H05_2015-10-07.fsa	199.12	436	3104	
MAR_40_H05_2015-10-07.fsa	200.0	994	12695	
MAR_40_H05_2015-10-07.fsa	203.98	30	101	
MAR_40_H05_2015-10-07.fsa	205.79	1233	20268	
MAR_40_H05_2015-10-07.fsa	209.77	532	4726	
MAR_40_H05_2015-10-07.fsa	212.71	6481	84844	
MAR_40_H05_2015-10-07.fsa	216.17	335	2981	
